"name"	"namealt"	"name_ar"	"name_bn"	"name_de"	"name_en"	"name_es"	"name_fr"	"name_el"	"name_hi"	"name_hu"	"name_id"	"name_it"	"name_ja"	"name_ko"	"name_nl"	"name_pl"	"name_pt"	"name_ru"	"name_sv"	"name_tr"	"name_vi"	"name_zh"	"name_fa"	"name_he"	"name_uk"	"name_ur"	"name_zht"	"min_lat"	"min_lon"	"max_lat"	"max_lon"
"MALAY ARCHIPELAGO"	NA	"أرخبيل الملايو"	"মালয় দ্বীপপুঞ্জ"	"Malaiischer Archipel"	"Malay Archipelago"	"Archipiélago malayo"	"archipel Malais"	"Μαλαϊκό Αρχιπέλαγος"	"मलय द्वीपसमूह"	"MALÁJ-SZIGETEK"	"Kepulauan Melayu"	"arcipelago malese"	"マレー諸島"	"말레이 제도"	"Indische Archipel"	"Archipelag Malajski"	"Arquipélago malaio"	"Малайский архипелаг"	"Malajiska arkipelagen"	"Malezya Takımadaları"	"Quần đảo Mã Lai"	"马来群岛"	"مجمعالجزایر مالایی"	"הארכיפלג המלאי"	"Малайський архіпелаг"	"مالے مجموعہ الجزائر"	"马来群岛"	-11.3593262736236	94.7569621397878	21.2909215073295	128.568900559693
"BRITISH ISLES"	NA	"الجزر البريطانية"	"ব্রিটিশ আইলেস"	"Britische Inseln"	"British Isles"	"Islas británicas"	"îles Britanniques"	"Βρετανικά Νησιά"	"ब्रिटेन और आयरलैण्ड"	"Brit-szigetek"	"Kepulauan Britania"	"Isole britanniche"	"ブリテン諸島"	"브리튼 제도"	"Britse Eilanden"	"Wyspy Brytyjskie"	"Ilhas Britânicas"	"Британские острова"	"Brittiska öarna"	"Britanya Adaları"	"Quần đảo Anh"	"不列顛群島"	"جزایر بریتانیا"	"האיים הבריטיים"	"Британські острови"	"جزائر برطانیہ"	"不列顛群島"	49.5717304835062	-10.8398998398013	59.7967882067024	2.19625244720794
"Null Island"	"Geocode fails routed to 0,0"	"طافية الصفر"	"নাল আইল্যান্ড"	"Null Island"	"Null Island"	"Null Island"	"Null Island"	"Νήσος Νουλ"	"नल द्वीप"	"Nulla Sziget"	"Null Island"	"Null Island"	"ヌル島"	"널 아일랜드"	"Null Island"	"Null Island"	"Ilha Nula"	"остров Ноль"	"Null Island"	"Null Island"	"đảo Rỗng"	"空虛島"	"جزیره نول"	"נאל איילנד"	"Острів Нуль"	"نل جزیرہ"	"空虛島"	-4.49096545606726e-06	-4.54303465891066e-06	4.54303478692391e-06	4.51700009729243e-06
"NEW ZEALAND"	NA	"نيوزيلندا"	"নিউজিল্যান্ড"	"Neuseeland"	"New Zealand"	"Nueva Zelanda"	"Nouvelle-Zélande"	"Νέα Ζηλανδία"	"न्यूज़ीलैण्ड"	"Új-Zéland"	"Selandia Baru"	"Nuova Zelanda"	"ニュージーランド"	"뉴질랜드"	"Nieuw-Zeeland"	"Nowa Zelandia"	"Nova Zelândia"	"Новая Зеландия"	"Nya Zeeland"	"Yeni Zelanda"	"New Zealand"	"新西兰"	"نیوزیلند"	"ניו זילנד"	"Нова Зеландія"	"نیوزی لینڈ"	"新西兰"	-47.557305596881	165.719981316021	-34.1759579406309	178.935313347271
"Is. Revillagigedo"	NA	"جزر ريفيلاجيجيدو"	"আইল্যান্ড রেভিল্লাগিজেদো"	"Revillagigedo-Inseln"	"Revillagigedo Islands"	"Archipiélago de Revillagigedo"	"îles Revillagigedo"	"Νήσος Ρεβιγιαγιγκέδο"	"द्वीप रेविलागिगेडो"	"Revillagigedo-szigetek"	"Kepulauan Revillagigedo"	"Isole Revillagigedo"	"レビジャヒヘド諸島"	"레비야히헤도 제도"	"Revillagigedo-eilanden"	"Revillagigedo"	"Ilhas Revillagigedo"	"Ревилья-Хихедо"	"Revillagigedoöarna"	"Revillagigedo Adaları"	"Quần đảo Revillagigedo"	"雷维利亚希赫多群岛"	"جزایر رویاخیخدو"	"ארכיפלג רבייאחיחדו"	"острови Ревілья-Хіхедо"	"Is. ریویلاگیگیڈو"	"雷维利亚希赫多群岛"	17.7574527039003	-115.910817023822	19.580389715619	-110.15678870351
"Ösumi Is."	NA	"جزيرة أوسومي."	"ওসুমী দ্বীপপুঞ্জ"	"Ōsumi-Inseln"	"Ōsumi Islands"	"Islas Ōsumi"	"Archipel Ōsumi"	"Νήσος Οσούμι"	"ओसुमी द्वीप"	"Ösumi-szigetek"	"Kepulauan Osumi"	"Isole Ōsumi"	"大隅諸島"	"오스미 제도"	"Ōsumi Islands"	"Ösumi"	"Ilhas Ōsumi"	"Осуми"	"Osumiöarna"	"Ösumi Adaları"	"Quần đảo Ōsumi"	"大隅群島"	"مجمع الجزایر اوسومی"	"איי אוסומי"	"Острови Осумі"	"اوسومی Is."	"大隅群島"	30.0532901062441	129.873911980084	30.9560000671816	131.275889519146
"Talaud Is."	NA	"جزيرة تالود"	"তালাউদ আইল্যান্ড"	"Talaudinseln"	"Talaud Islands"	"Islas Talaud"	"Îles Talaud"	"Νήσοι Ταλάουντ"	"तलौद द्वीप"	"Talaud-szigetek"	"Kepulauan Talaud"	"Isole Talaud"	"タラウド諸島"	"탈라우드 아일랜즈"	"Talaudeilanden"	"Wyspa Talaud"	"Ilhas Talaud"	"архипелаг Талауд"	"Talaudöarna"	"Talaud Adaları"	"Đảo Talaud"	"塔劳德岛"	"جزیره تالائود"	"איי טאלאוד"	"Талауд"	"تالاود Is."	"塔勞德群島"	3.75629303593158	126.632578972271	4.5516421570254	126.925425651959
"AÇORES"	NA	"الأزور"	"অ্যাজোরেস"	"Azoren"	"Azores"	"Azores"	"Açores"	"Αζόρες"	"एज़ोरेस"	"Azori-szigetek"	"Azores"	"Azzorre"	"アゾレス諸島"	"아소르스 제도"	"Azoren"	"Azory"	"Açores"	"Азорские острова"	"Azorerna"	"Azorlar"	"Açores"	"亚速尔群岛"	"آزور"	"האיים האזוריים"	"Азорські острови"	"آزورس"	"亚速尔群岛"	36.4608218445253	-32.0765274730413	40.5883242859315	-23.6627701488225
"Arctic Ocean"	NA	"المحيط المتجمد الشمالي"	"উত্তর মহাসাগর"	"Arktischer Ozean"	"Arctic Ocean"	"océano Ártico"	"océan Arctique"	"Αρκτικός Ωκεανός"	"उत्तरध्रुवीय महासागर"	"Jeges-tenger"	"Samudra Arktik"	"Mar Glaciale Artico"	"北極海"	"북극해"	"Noordelijke IJszee"	"Ocean Arktyczny"	"Oceano Ártico"	"Северный Ледовитый океан"	"Norra ishavet"	"Arktik Okyanusu"	"Bắc Băng Dương"	"北冰洋"	"اقیانوس منجمد شمالی"	"אוקיינוס הקרח הצפוני"	"Північний Льодовитий океан"	"بحر منجمد شمالی"	"北極海"	71.2084186876182	-180	90	179.999897088946
"SOUTHERN OCEAN"	NA	"المحيط الجنوبي"	"দক্ষিণ মহাসাগর"	"Südlicher Ozean"	"Southern Ocean"	"océano Antártico"	"océan Austral"	"Νότιος Ωκεανός"	"दक्षिणध्रुवीय महासागर"	"Déli-óceán"	"Samudra Selatan"	"Oceano antartico"	"南極海"	"남극해"	"Zuidelijke Oceaan"	"Ocean Południowy"	"Oceano Antártico"	"Южный океан"	"Antarktiska oceanen"	"Güney Okyanusu"	"Nam Đại Dương"	"南冰洋"	"اقیانوس منجمد جنوبی"	"האוקיינוס הדרומי"	"Південний океан"	"بحر منجمد جنوبی"	"南極海"	-72.2592583149088	-180	-60.5334624164245	179.999897088946
"North Atlantic Ocean"	NA	"المحيط الأطلسي"	"আটলান্টিক মহাসাগর"	"Atlantischer Ozean"	"Atlantic Ocean"	"océano Atlántico"	"océan Atlantique"	"Ατλαντικός Ωκεανός"	"अन्ध महासागर"	"Atlanti-óceán"	"Samudra Atlantik"	"oceano Atlantico"	"大西洋"	"대서양"	"Atlantische Oceaan"	"Ocean Atlantycki"	"Oceano Atlântico"	"Атлантический океан"	"Atlanten"	"Atlas Okyanusu"	"Đại Tây Dương"	"大西洋"	"اقیانوس اطلس"	"האוקיינוס האטלנטי"	"Атлантичний океан"	"بحر اوقیانوس"	"大西洋"	0.0222728540001782	-81.5206257799389	68.4371666531019	6.55704715335614
"North Pacific Ocean"	NA	"المحيط الهادئ"	"প্রশান্ত মহাসাগর"	"Pazifischer Ozean"	"Pacific Ocean"	"océano Pacífico"	"océan Pacifique"	"Ειρηνικός Ωκεανός"	"प्रशान्त महासागर"	"Csendes-óceán"	"Samudra Pasifik"	"oceano Pacifico"	"太平洋"	"태평양"	"Grote Oceaan"	"Ocean Spokojny"	"Oceano Pacífico"	"Тихий океан"	"Stilla havet"	"Büyük Okyanus"	"Thái Bình Dương"	"太平洋"	"اقیانوس آرام"	"האוקיינוס השקט"	"Тихий океан"	"بحر الکاہل"	"太平洋"	-0.0576189103231286	-180	58.238538519923	179.999897088946
"South Pacific Ocean"	NA	"المحيط الهادئ"	"প্রশান্ত মহাসাগর"	"Pazifischer Ozean"	"Pacific Ocean"	"océano Pacífico"	"océan Pacifique"	"Ειρηνικός Ωκεανός"	"प्रशान्त महासागर"	"Csendes-óceán"	"Samudra Pasifik"	"oceano Pacifico"	"太平洋"	"태평양"	"Grote Oceaan"	"Ocean Spokojny"	"Oceano Pacífico"	"Тихий океан"	"Stilla havet"	"Büyük Okyanus"	"Thái Bình Dương"	"太平洋"	"اقیانوس آرام"	"האוקיינוס השקט"	"Тихий океан"	"بحر الکاہل"	"太平洋"	-60.5334624164245	-180	3.65130198812918	179.999897088946
"INDIAN OCEAN"	NA	"المحيط الهندي"	"ভারত মহাসাগর"	"Indischer Ozean"	"Indian Ocean"	"océano Índico"	"océan Indien"	"Ινδικός Ωκεανός"	"हिन्द महासागर"	"Indiai-óceán"	"Samudra Hindia"	"oceano Indiano"	"インド洋"	"인도양"	"Indische Oceaan"	"Ocean Indyjski"	"Oceano Índico"	"Индийский океан"	"Indiska oceanen"	"Hint Okyanusu"	"Ấn Độ Dương"	"印度洋"	"اقیانوس هند"	"האוקיינוס ההודי"	"Індійський океан"	"بحر ہند"	"印度洋"	-60.5334624164245	19.6158366228095	10.4309915226614	166.066380650088
"South Atlantic Ocean"	NA	"المحيط الأطلسي"	"আটলান্টিক মহাসাগর"	"Atlantischer Ozean"	"Atlantic Ocean"	"océano Atlántico"	"océan Atlantique"	"Ατλαντικός Ωκεανός"	"अन्ध महासागर"	"Atlanti-óceán"	"Samudra Atlantik"	"oceano Atlantico"	"大西洋"	"대서양"	"Atlantische Oceaan"	"Ocean Atlantycki"	"Oceano Atlântico"	"Атлантический океан"	"Atlanten"	"Atlas Okyanusu"	"Đại Tây Dương"	"大西洋"	"اقیانوس اطلس"	"האוקיינוס האטלנטי"	"Атлантичний океан"	"بحر اوقیانوس"	"大西洋"	-60.5334624164245	-69.0920820787173	0.032866522619841	19.6348535498929
"Black Sea"	NA	"البحر الأسود"	"কৃষ্ণ সাগর"	"Schwarzes Meer"	"Black Sea"	"mar Negro"	"mer Noire"	"Μαύρη Θάλασσα"	"काला सागर"	"Fekete-tenger"	"Laut Hitam"	"mar Nero"	"黒海"	"흑해"	"Zwarte Zee"	"Morze Czarne"	"Mar Negro"	"Чёрное море"	"Svarta havet"	"Karadeniz"	"Biển Đen"	"黑海"	"دریای سیاه"	"הים השחור"	"Чорне море"	"بحیرہ اسود"	"黑海"	40.9247374537731	27.4845036150283	47.2128290879128	41.7630119158667
"Philippine Sea"	NA	"بحر الفلبين"	"ফিলিপাইন সাগর"	"Philippinensee"	"Philippine Sea"	"mar de Filipinas"	"mer des Philippines"	"Θάλασσα των Φιλιππίνων"	"फ़िलिपीन सागर"	"Filippínó-tenger"	"Laut Filipina"	"Mare delle Filippine"	"フィリピン海"	"필리핀해"	"Filipijnenzee"	"Morze Filipińskie"	"Mar das Filipinas"	"Филиппинское море"	"Filippinska sjön"	"Filipin Denizi"	"biển Philippines"	"菲律宾海"	"دریای فیلیپین"	"ים הפיליפינים"	"Філіппінське море"	"بحیرہ فلپائن"	"菲律賓海"	2.62154572184896	120.822113885584	35.124006252578	146.305726353134
"Great Barrier Reef"	NA	"الحيد المرجاني العظيم"	"গ্রেট ব্যারিয়ার রিফ"	"Great Barrier Reef"	"Great Barrier Reef"	"Gran barrera de coral"	"grande barrière de corail"	"Μεγάλος Κοραλλιογενής Ύφαλος"	"ग्रेट बैरियर रीफ"	"Nagy-korallzátony"	"Karang Penghalang Besar"	"Grande barriera corallina"	"グレート・バリア・リーフ"	"그레이트배리어리프"	"Groot Barrièrerif"	"Wielka Rafa Koralowa"	"Grande Barreira de Coral"	"Большой Барьерный риф"	"Stora barriärrevet"	"Büyük Set Resifi"	"Rạn san hô Great Barrier"	"大堡礁"	"دیواره بزرگ مرجانی"	"שונית המחסום הגדולה"	"Великий бар'єрний риф"	"عظیم حائل شعب"	"大堡礁"	-24.1230750464872	142.779843377859	-9.870059708197	153.427608403697
"Tasman Sea"	NA	"بحر تسمان"	"তাসমান সাগর"	"Tasmansee"	"Tasman Sea"	"mar de Tasmania"	"mer de Tasman"	"Θάλασσα της Τασμανίας"	"तस्मान सागर"	"Tasman-tenger"	"Laut Tasman"	"Mar di Tasman"	"タスマン海"	"태즈먼해"	"Tasmanzee"	"Morze Tasmana"	"Mar da Tasmânia"	"Тасманово море"	"Tasmanhavet"	"Tasman Denizi"	"Biển Tasman"	"塔斯曼海"	"دریای تاسمان"	"ים טסמן"	"Тасманове море"	"بحیرہ تسمان"	"塔斯曼海"	-50.7919898415157	146.360244989202	-29.8756438127863	175.254295282286
"Bay of Bengal"	NA	"خليج البنغال"	"বঙ্গোপসাগর"	"Golf von Bengalen"	"Bay of Bengal"	"Bahía de Bengala"	"golfe du Bengale"	"Κόλπος της Βεγγάλης"	"बंगाल की खाड़ी"	"Bengáli-öböl"	"Teluk Benggala"	"golfo del Bengala"	"ベンガル湾"	"벵골만"	"Golf van Bengalen"	"Zatoka Bengalska"	"Golfo de Bengala"	"Бенгальский залив"	"Bengaliska viken"	"Bengal Körfezi"	"vịnh Bengal"	"孟加拉灣"	"خلیج بنگال"	"מפרץ בנגל"	"Бенгальська затока"	"خلیج بنگال"	"孟加拉灣"	5.52191132244657	79.6931514830757	23.5913510197844	95.2353035827474
"South China Sea"	NA	"بحر الصين الجنوبي"	"দক্ষিণ চীন সাগর"	"Südchinesisches Meer"	"South China Sea"	"mar de China Meridional"	"mer de Chine méridionale"	"Θάλασσα της Νότιας Κίνας"	"दक्षिणी चीन सागर"	"Dél-kínai-tenger"	"Laut Tiongkok Selatan"	"Mar Cinese Meridionale"	"南シナ海"	"남중국해"	"Zuid-Chinese Zee"	"Morze Południowochińskie"	"Mar da China Meridional"	"Южно-Китайское море"	"Sydkinesiska havet"	"Güney Çin Denizi"	"Biển Đông"	"南海"	"دریای جنوبی چین"	"ים סין הדרומי"	"Південнокитайське море"	"بحیرۂ جنوبی چین"	"南海"	-3.21938974366914	102.34892622275	23.7596353215429	122.26621178598
"Arabian Sea"	NA	"بحر العرب"	"আরব সাগর"	"Arabisches Meer"	"Arabian Sea"	"mar Arábigo"	"mer d'Arabie"	"Αραβική Θάλασσα"	"अरब सागर"	"Arab-tenger"	"Laut Arab"	"Mar Arabico"	"アラビア海"	"아라비아해"	"Arabische Zee"	"Morze Arabskie"	"Mar Arábico"	"Аравийское море"	"Arabiska havet"	"Umman Denizi"	"Biển Ả Rập"	"阿拉伯海"	"خلیج فارس"	"הים הערבי"	"Аравійське море"	"بحیرہ عرب"	"阿拉伯海"	-0.680474948737128	51.0319035174664	25.6016675888029	74.3459326516742
"Beaufort Sea"	NA	"بحر بيوفورت"	"বোফোর সাগর"	"Beaufortsee"	"Beaufort Sea"	"mar de Beaufort"	"mer de Beaufort"	"Θάλασσα Μποφόρ"	"ब्यूफोर्ट सागर"	"Beaufort-tenger"	"Laut Beaufort"	"Mare di Beaufort"	"ボーフォート海"	"보퍼트해"	"Beaufortzee"	"Morze Beauforta"	"Mar de Beaufort"	"Море Бофорта"	"Beauforthavet"	"Beaufort Denizi"	"Biển Beaufort"	"波弗特海"	"دریای بوفورت"	"ים בופור"	"Море Бофорта"	"بحیرہ بیوفورت"	"波弗特海"	69.2092125515424	-156.567052782192	76.3751834174565	-122.505643480298
"Caribbean Sea"	NA	"البحر الكاريبي"	"ক্যারিবীয় সাগর"	"Karibisches Meer"	"Caribbean Sea"	"mar Caribe"	"mer des Caraïbes"	"Καραϊβική Θάλασσα"	"कैरिबियाई सागर"	"Karib-tenger"	"Laut Karibia"	"mare Caraibico"	"カリブ海"	"카리브해"	"Caraïbische Zee"	"Morze Karaibskie"	"Mar das Caraíbas"	"Карибское море"	"Karibiska havet"	"Karayip Denizi"	"Biển Caribe"	"加勒比海"	"دریای کارائیب"	"הים הקריבי"	"Карибське море"	"بحیرہ کیریبین"	"加勒比海"	8.49369375247149	-88.3489945136902	22.6891321884006	-59.2088610500319
"Gulf of Mexico"	NA	"خليج المكسيك"	"মেক্সিকো উপসাগর"	"Golf von Mexiko"	"Gulf of Mexico"	"Golfo de México"	"golfe du Mexique"	"Κόλπος του Μεξικού"	"मेक्सिको की खाड़ी"	"Mexikói-öböl"	"Teluk Meksiko"	"Golfo del Messico"	"メキシコ湾"	"멕시코만"	"Golf van Mexico"	"Zatoka Meksykańska"	"Golfo do México"	"Мексиканский залив"	"Mexikanska golfen"	"Meksika Körfezi"	"vịnh México"	"墨西哥湾"	"خلیج مکزیک"	"מפרץ מקסיקו"	"Мексиканська затока"	"خلیج میکسیکو"	"墨西哥灣"	20.7999968531066	-97.8575872464756	30.6943541529509	-79.8955570136564
"Labrador Sea"	NA	"بحر لبرادور"	"ল্যাব্রাডর সাগর"	"Labradorsee"	"Labrador Sea"	"mar de Labrador"	"mer du Labrador"	"Θάλασσα του Λαμπραντόρ"	"लैब्राडोर सागर"	"Labrador-tenger"	"Laut Labrador"	"Mare del Labrador"	"ラブラドル海"	"래브라도해"	"Labradorzee"	"Morze Labradorskie"	"Mar do Labrador"	"Море Лабрадор"	"Labradorhavet"	"Labrador Denizi"	"Biển Labrador"	"拉布拉多海"	"دریای لابرادور"	"ים לברדור"	"Море Лабрадор"	"بحیرہ لیبراڈار"	"拉布拉多海"	47.4551915553617	-64.768263312424	60.324535224033	-43.9439788478225
"Hudson Bay"	NA	"خليج هدسون"	"হাডসন উপসাগর"	"Hudson Bay"	"Hudson Bay"	"Bahía de Hudson"	"baie d'Hudson"	"κόλπος Χάντσον"	"हडसन खाड़ी"	"Hudson-öböl"	"Teluk Hudson"	"baia di Hudson"	"ハドソン湾"	"허드슨만"	"Hudsonbaai"	"Zatoka Hudsona"	"Baía de Hudson"	"Гудзонов залив"	"Hudson Bay"	"Hudson Körfezi"	"Vịnh Hudson"	"哈德森湾"	"خلیج هادسون"	"מפרץ הדסון"	"Гудзонова затока"	"خلیج ہڈسن"	"哈德森湾"	54.7005374212761	-94.9572216458782	66.0225853542641	-76.519484015596
"Caspian Sea"	NA	"بحر قزوين"	"কাস্পিয়ান সাগর"	"Kaspisches Meer"	"Caspian Sea"	"mar Caspio"	"mer Caspienne"	"Κασπία Θάλασσα"	"कैस्पियन सागर"	"Kaszpi-tenger"	"Laut Kaspia"	"mar Caspio"	"カスピ海"	"카스피해"	"Kaspische Zee"	"Morze Kaspijskie"	"Mar Cáspio"	"Каспийское море"	"Kaspiska havet"	"Hazar Denizi"	"Biển Caspi"	"裏海"	"دریای مازندران"	"הים הכספי"	"Каспійське море"	"بحیرہ قزوین"	"裏海"	36.6146904566855	46.7070512225271	47.110173855165	54.0238139178689
"Baffin Bay"	NA	"خليج بافن"	"ব্যাফিন উপসাগর"	"Baffin Bay"	"Baffin Bay"	"bahía de Baffin"	"mer de Baffin"	"Κόλπος Μπάφιν"	"बाफिन खाड़ी"	"Baffin-öböl"	"Teluk Baffin"	"baia di Baffin"	"バフィン湾"	"배핀만"	"Baffinbaai"	"Morze Baffina"	"Baía de Baffin"	"Море Баффина"	"Baffinbukten"	"Baffin Körfezi"	"vịnh Baffin"	"巴芬灣"	"خلیج بافین"	"מפרץ באפין"	"Море Баффіна"	"خلیج بافین"	"巴芬灣"	69.9198926866365	-82.0661997138604	78.6474478217625	-54.2569152492308
"Gulf of Alaska"	NA	"خليج ألاسكا"	"আলাস্কা উপসাগর"	"Golf von Alaska"	"Gulf of Alaska"	"Golfo de Alaska"	"Golfe d'Alaska"	"Κόλπος της Αλάσκας"	"अलास्का की खाड़ी"	"Alaszkai-öböl"	"Teluk Alaska"	"golfo dell'Alaska"	"アラスカ湾"	"알래스카만"	"Golf van Alaska"	"Zatoka Alaska"	"Golfo do Alasca"	"Аляскинский залив"	"Alaskagolfen"	"Alaska Körfezi"	"Vịnh Alaska"	"阿拉斯加湾"	"خلیج آلاسکا"	"מפרץ אלסקה"	"Аляска"	"خلیج الاسکا"	"阿拉斯加灣"	54.0480707871589	-163.379014248691	60.6690103216906	-136.594705980355
"Red Sea"	NA	"البحر الأحمر"	"লোহিত সাগর"	"Rotes Meer"	"Red Sea"	"mar Rojo"	"mer Rouge"	"Ερυθρά Θάλασσα"	"लाल सागर"	"Vörös-tenger"	"Laut Merah"	"Mar Rosso"	"紅海"	"홍해"	"Rode Zee"	"Morze Czerwone"	"Mar Vermelho"	"Красное море"	"Röda havet"	"Kızıldeniz"	"Biển Đỏ"	"红海"	"دریای سرخ"	"הים האדום"	"Червоне море"	"بحیرہ احمر"	"紅海"	12.4614102238415	33.8281990903141	28.1305571558702	43.4891597837122
"Sea of Okhotsk"	NA	"بحر أوخوتسك"	"ওখোৎস্ক সাগর"	"Ochotskisches Meer"	"Sea of Okhotsk"	"mar de Ojotsk"	"mer d'Okhotsk"	"Οχοτσκική θάλασσα"	"ओख़ोत्स्क सागर"	"Ohotszki-tenger"	"Laut Okhotsk"	"mare di Ochotsk"	"オホーツク海"	"오호츠크해"	"Zee van Ochotsk"	"Morze Ochockie"	"Mar de Okhotsk"	"Охотское море"	"Ochotska havet"	"Ohotsk Denizi"	"Biển Okhotsk"	"鄂霍次克海"	"دریای اختسک"	"ים אוחוצק"	"Охотське море"	"بحیرہ اخوتسک"	"鄂霍次克海"	43.2795291204491	137.221526320546	59.7704863552157	157.136176385729
"Weddell Sea"	NA	"بحر ودل"	"ওয়েডেল সাগর"	"Weddell-Meer"	"Weddell Sea"	"mar de Weddell"	"mer de Weddell"	"Θάλασσα Γουέντελ"	"वेडेल सागर"	"Weddell-tenger"	"Laut Weddell"	"Mare di Weddell"	"ウェッデル海"	"웨들해"	"Weddellzee"	"Morze Weddella"	"Mar de Weddell"	"Море Уэдделла"	"Weddellhavet"	"Weddell Denizi"	"Biển Weddell"	"威德尔海"	"دریای ودل"	"ים ודל"	"Море Ведделла"	"بحیرہ ودل"	"威德爾海"	-83.4585230447714	-83.7791184150391	-71.1326604145138	-10.9583695133807
"Persian Gulf"	"Arabian Gulf"	"الخليج العربي"	"পারস্য উপসাগর"	"Persischer Golf"	"Persian Gulf"	"golfo Pérsico"	"golfe Persique"	"Περσικός Κόλπος"	"फ़ारस की खाड़ी"	"Perzsa-öböl"	"Teluk Persia"	"Golfo Persico"	"ペルシア湾"	"페르시아만"	"Perzische Golf"	"Zatoka Perska"	"Golfo Pérsico"	"Персидский залив"	"Persiska viken"	"Basra Körfezi"	"vịnh Ba Tư"	"波斯湾"	"خلیج فارس"	"המפרץ הפרסי"	"Перська затока"	"خلیج فارس"	"波斯湾"	23.9713019882104	47.7224931170624	30.5096884221559	57.2035681496524
"Celebes Sea"	NA	"بحر سيليبس"	"সেলেবস সী"	"Celebessee"	"Celebes Sea"	"mar de Célebes"	"mer de Célèbes"	"Θάλασσα της Κελέβης"	"सुलावेसी सागर"	"Celebesz-tenger"	"Laut Sulawesi"	"mare di Celebes"	"セレベス海"	"술라웨시해"	"Celebeszee"	"Morze Celebes"	"Mar de Celebes"	"Сулавеси"	"Sulawesisjön"	"Celebes Denizi"	"Biển Celebes"	"西里伯斯海"	"دریای سلب"	"ים סלבס"	"Море Сулавесі"	"بحیرہ سلیبس"	"西里伯斯海"	0.838243719888723	117.056038853017	7.83223541913547	125.635411818546
"Sulu Sea"	NA	"بحر سولو"	"সুলু সাগর"	"Sulusee"	"Sulu Sea"	"mar de Sulú"	"mer de Sulu"	"Θάλασσα Σουλού"	"सुलु सागर"	"Sulu-tenger"	"Laut Sulu"	"Mare di Sulu"	"スールー海"	"술루해"	"Suluzee"	"Morze Sulu"	"Mar de Sulu"	"Море Сулу"	"Sulusjön"	"Sulu Denizi"	"Biển Sulu"	"苏禄海"	"دریای سولو"	"ים סולו"	"Море Сулу"	"بحیرہ سولو"	"蘇祿海"	5.06258535402024	116.7591577495	12.8275894230617	123.404385207209
"Norwegian Sea"	NA	"بحر النرويج"	"নরওয়েজীয় সাগর"	"Europäisches Nordmeer"	"Norwegian Sea"	"mar de Noruega"	"mer de Norvège"	"Νορβηγική Θάλασσα"	"नॉर्वेजियन सागर"	"Norvég-tenger"	"Laut Norwegia"	"mare di Norvegia"	"ノルウェー海"	"노르웨이해"	"Noorse Zee"	"Morze Norweskie"	"Mar da Noruega"	"Норвежское море"	"Norska havet"	"Norveç Denizi"	"Biển Na Uy"	"挪威海"	"دریای نروژ"	"הים הנורווגי"	"Норвезьке море"	"بحیرہ ناروے"	"挪威海"	60.4033676214942	-13.8539808822073	76.646148790179	27.5993803240131
"Greenland Sea"	NA	"بحر جرينلاند"	"গ্রিনল্যান্ড সাগর"	"Grönlandsee"	"Greenland Sea"	"mar de Groenlandia"	"mer du Groenland"	"Γροιλανδική Θάλασσα"	"ग्रीनलैंड सागर"	"Grönlandi-tenger"	"Laut Greenland"	"Mare di Groenlandia"	"グリーンランド海"	"그린란드해"	"Groenlandzee"	"Morze Grenlandzkie"	"mar da Gronelândia"	"Гренландское море"	"Grönlandshavet"	"Grönland Denizi"	"biển Greenland"	"格陵兰海"	"دریای گرینلند"	"ים גרינלנד"	"Ґренландське море"	"بحیرہ گرین لینڈ"	"格陵蘭海"	65.266404120537	-32.032974616004	83.2787155219763	17.9643095231934
"Banda Sea"	NA	"بحر باندا"	"বাণ্ডা সাগর"	"Bandasee"	"Banda Sea"	"mar de Banda"	"mer de Banda"	"Θάλασσα Μπάντα"	"बांदा सागर"	"Banda-tenger"	"Laut Banda"	"Mar di Banda"	"バンダ海"	"반다해"	"Bandazee"	"Morze Banda"	"Mar de Banda"	"Море Банда"	"Bandasjön"	"Banda Denizi"	"Biển Banda"	"班达海"	"دریای باندا"	"ים בנדה"	"Банда"	"بحیرہ باندا"	"班達海"	-8.75130014408192	120.254344923993	-0.872556247566067	133.114128452691
"Luzon Strait"	NA	"مضيق لوزون"	"লুজন স্ট্রেট"	"Luzonstraße"	"Luzon Strait"	"Estrecho de Luzón"	"détroit de Luçon"	"Στενό Λούζον"	"लूजोन स्ट्रेट"	"Luzon-szoros"	"Selat Luzon"	"Stretto di Luzon"	"ルソン海峡"	"루손 해협"	"Straat Luzon"	"Cieśnina Luzon"	"Estreito de Luzon"	"Лусонский пролив"	"Luzonsundet"	"Luzon Boğazı"	"Eo biển Luzon"	"吕宋海峡"	"تنگه لوزون"	"מצר לוזון"	"Лусонська протока"	"لوزن اسٹریٹ"	"呂宋海峽"	22.0324280868355	120.864385207199	22.0861457382029	120.871209299705
